,밝기,분류,명칭,위도,경도
0,250,파출소,도곡지구대,37.5013221,127.0440285
1,250,파출소,역삼지구대,37.51592539999999,127.0520605
2,250,파출소,역서치안센타,37.493819099999996,127.0321969
3,250,파출소,역서파출소앞공중전화(옥외),37.493819099999996,127.0321969
4,250,파출소,서울지방경찰청국제범죄수사대,37.5033779,127.037102
5,250,파출소,양재파출소,37.48450649999999,127.03780220000002
6,250,파출소,신사파출소,37.5183314,127.0241191
7,250,파출소,논현1파출소,37.513774600000005,127.02931969999999
8,250,파출소,서울서초경찰서서초파출소,37.4852476,127.01672620000001
9,250,파출소,서초2파출소,37.487479799999996,127.02896329999999
10,250,파출소,삼성2파출소,37.4932119,127.05893590000002
11,250,파출소,논현2파출소,37.515181,127.0338544
12,250,파출소,개포지구대,37.4806751,127.05125759999999
13,250,파출소,도곡치안센타,37.4845355,127.0468249
14,210,편의점,GS25 강남메트로점,37.4985723,127.02804280000001
15,210,편의점,GS25 지에스강남점,37.502423,127.03758899999998
16,210,편의점,CU 925신논현역점,37.5045961,127.02501840000001
17,210,편의점,미니스톱 강남시티3점,37.4984765,127.0283403
18,210,편의점,CU M강남역점,37.492183700000005,127.02905
19,210,편의점,CU 역삼점,37.5047409,127.04696509999998
20,210,편의점,세븐일레븐 역삼8호점,37.5018853,127.0267173
21,210,편의점,세븐일레븐 KT강남점,37.504695500000004,127.0412371
22,210,편의점,GS25 지에스본점,37.5018235,127.03588130000001
23,210,편의점,이마트24 R강남역삼점,37.5007937,127.0268277
24,210,편의점,GS25 역삼지에스점,37.50244989999999,127.03700649999999
25,210,편의점,GS25 역삼프리미엄점,37.50286870000001,127.0389781
26,210,편의점,GS25 강남시티힐점,37.5009906,127.02792209999998
27,210,편의점,CU 역삼본점,37.5040242,127.0257044
28,210,편의점,미니스톱 강남센터점,37.4997792,127.02744129999999
29,210,편의점,이마트24 역삼휴먼터치빌점,37.50645720000001,127.0337383
30,210,편의점,GS25 강남YBM점,37.4994466,127.02808459999999
31,210,편의점,세븐일레븐 역삼GFC점,37.4999821,127.03640049999998
32,210,편의점,GS25 차병원본점,37.5065713,127.0348
33,210,편의점,CU 역삼역촌점,37.5059304,127.0331185
34,210,편의점,GS25 강남타운점,37.4990162,127.029877
35,210,편의점,CU 역삼성보점,37.50236339999999,127.04488719999999
36,210,편의점,CU 국기원사거리점,37.4981707,127.03159109999999
37,210,편의점,세븐일레븐 역삼개나리점,37.4986101,127.0458492
38,210,편의점,CU 역삼하나점,37.5042701,127.0341442
39,210,편의점,이마트24 강남역점,37.49862529999999,127.02802849999999
40,210,편의점,세븐일레븐 역삼보브점,37.5046821,127.02613319999999
41,210,편의점,스타편의점,37.5021078,127.02616359999999
42,210,편의점,CU 강남센타점,37.497427200000004,127.0283935
43,210,편의점,GS25 S강남역1호점,37.4872446,127.03278130000001
44,210,편의점,GS25 역삼충현점,37.5057148,127.03772350000001
45,210,편의점,세븐일레븐 역삼영화점,37.496714600000004,127.0375449
46,210,편의점,CU M역삼역점,37.4981284,127.02830300000001
47,210,편의점,CU 역삼강남점,37.4997088,127.02918159999999
48,210,편의점,CU 역삼건화점,37.4934709,127.04196929999999
49,210,편의점,CU 역삼진미점,37.500712,127.03427260000001
50,210,편의점,CU 큰길타워점,37.50236339999999,127.0406629
51,210,편의점,GS25 역삼거북점,37.5037266,127.0363318
52,210,편의점,GS25 역삼캐피탈점,37.49933680000001,127.03490900000001
53,210,편의점,GS25 강남리츠칼튼점,37.5035911,127.02694509999999
54,210,편의점,GS25 역삼상록점,37.504039299999995,127.04398359999999
55,210,편의점,GS25 역삼아워홈점,37.494219799999996,127.0316173
56,210,편의점,GS25 역삼로점,37.49336029999999,127.03041499999999
57,210,편의점,세븐일레븐 르네상스점,37.5031143,127.040374
58,210,편의점,GS25 S강남역2호점,37.4872446,127.03278130000001
59,210,편의점,GS25 역삼띵동점,37.5051125,127.04243290000001
60,210,편의점,GS25 역삼스타점,37.4990343,127.037039
61,210,편의점,GS25 강남쉐르빌점,37.4872446,127.03278130000001
62,210,편의점,세븐일레븐 역삼발렌타인점,37.49187999999999,127.0314259
63,210,편의점,미니스톱 역삼태극점,37.5087501,127.02166499999998
64,210,편의점,GS25 역삼성보점,37.5030366,127.04791110000001
65,210,편의점,CU 역삼시티점,37.499594099999996,127.03045990000001
66,210,편의점,CU 강남시티점,37.5042746,127.0447277
67,210,편의점,CU 선릉SK허브점,37.5033975,127.04909380000001
68,210,편의점,GS25 강남태양점,37.5029389,127.02685290000001
69,210,편의점,미니스톱 역삼타워점,37.496674,127.030124
70,210,편의점,세븐일레븐 역삼18호점,37.494803499999996,127.0451011
71,210,편의점,CU 역삼화랑점,37.4946782,127.03765590000002
72,210,편의점,CU 역삼로즈점,37.4952482,127.0457196
73,210,편의점,GS25 역삼타운점,37.496391700000004,127.04471670000001
74,210,편의점,세븐일레븐 강남푸르지오시티점,37.497689,127.029031
75,210,편의점,세븐일레븐 역삼한서점,37.501265000000004,127.04176840000001
76,210,편의점,GS25 개나리SK점,37.500516600000005,127.0502997
77,210,편의점,GS25 강남N타워점,37.498599600000006,127.02804990000001
78,210,편의점,GS25 역삼사랑점,37.5059151,127.0465317
79,210,편의점,세븐일레븐 역삼한은점,37.509487799999995,127.0639905
80,210,편의점,GS25 역삼기쁨점,37.5099316,127.0321881
81,210,편의점,세븐일레븐 역삼14호점,37.50513529999999,127.02998899999999
82,210,편의점,세븐일레븐 역삼5호점,37.494905700000004,127.03563259999999
83,210,편의점,GS25 강남본점,37.4976053,127.0286852
84,210,편의점,세븐일레븐 역삼창조점,37.49907109999999,127.0362499
85,210,편의점,GS25 역삼월드점,37.498512899999994,127.0479773
86,210,편의점,세븐일레븐 강남언주로점,37.50737,127.0438145
87,210,편의점,GS25 역삼넥스빌점,37.501905,127.0443538
88,210,편의점,GS25 역삼이담점,37.498511799999996,127.03407250000001
89,210,편의점,GS25 지에스타워점,37.502223,127.03801709999999
90,210,편의점,CU 선릉디오빌점,37.5033944,127.0478146
91,210,편의점,CU 역삼푸르지오점,37.4969176,127.04635890000002
92,210,편의점,CU 역삼카이로스점,37.491656,127.0315498
93,210,편의점,CU 역삼지혜점,37.5002744,127.0325502
94,210,편의점,GS25 역삼센트럴점,37.50069209999999,127.04191999999999
95,210,편의점,GS25 역삼행운점,37.496328000000005,127.03444329999999
96,210,편의점,CU 역삼경남점,37.500460700000005,127.04246509999999
97,210,편의점,GS25 역삼흑룡점,37.495415200000004,127.03499
98,210,편의점,GS25 지에스사랑점,37.500951799999996,127.03948559999999
99,210,편의점,이마트24 역삼승리점,37.5004833,127.03164950000001
100,210,편의점,이마트24 역삼자이점,37.5091043,127.04007630000001
101,210,편의점,GS25 역삼태극점,37.495332299999994,127.03037250000001
102,210,편의점,GS25 역삼아르누보점,37.5033508,127.04286280000001
103,210,편의점,GS25 역삼본점,37.5023232,127.03882450000002
104,210,편의점,이마트24 역삼서희점,37.4914026,127.0326232
105,210,편의점,GS25 S강남역3호점,37.4977735,127.02853600000002
106,210,편의점,CU 역삼가화점,37.4959609,127.042699
107,210,편의점,GS25 역삼우리점,37.497805799999995,127.04176509999998
108,210,편의점,CU 역삼우인점,37.4964436,127.0293143
109,210,편의점,세븐일레븐강남SLI점,37.498408100000006,127.0511905
110,210,편의점,CU 역삼타운점,37.498667600000005,127.04303090000002
111,210,편의점,GS25 강남역신분당선B,37.4872446,127.03278130000001
112,210,편의점,미니스톱 역삼디오빌점,37.501330100000004,127.0424655
113,210,편의점,GS25 역삼프라임점,37.5049213,127.03963940000001
114,210,편의점,GS25 역삼미래점,37.505647100000004,127.04025449999999
115,210,편의점,세븐일레븐 역삼MG스타점,37.50471599999999,127.04822879999999
116,210,편의점,세븐일레븐 신논현강남점,37.5058877,127.0301071
117,210,편의점,CU 역삼태양점,37.502699,127.02770759999999
118,210,편의점,세븐일레븐 역삼프레스티점,37.4948359,127.0303638
119,210,편의점,GS25 역삼성우점,37.4923487,127.0319943
120,210,편의점,세븐일레븐 강남IBC점,37.499751700000004,127.031107
121,210,편의점,세븐일레븐 역삼진선점,37.5028306,127.04884650000001
122,210,편의점,세븐일레븐 역삼10호점,37.5007271,127.0337013
123,210,편의점,GS25 역삼하나점,37.4923761,127.03567140000001
124,210,편의점,이마트24 역삼센터점,37.499995399999996,127.04276170000001
125,210,편의점,GS25 역삼제일점,37.507789100000004,127.0400551
126,210,편의점,GS25 역삼르네상스점,37.5015456,127.04126380000001
127,210,편의점,GS25 역삼싱아점,37.49579,127.0405163
128,210,편의점,CU 선릉제일점,37.5055164,127.0477029
129,210,편의점,CU 역삼경복점,37.508669700000006,127.04041709999998
130,210,편의점,세븐일레븐 역삼17호점,37.496836200000004,127.0397531
131,210,편의점,CU 역삼에클라트점,37.498512700000006,127.035022
132,210,편의점,GS25 역삼햇살점,37.4969325,127.03908020000001
133,210,편의점,CU 역삼사랑점,37.5069682,127.04082
134,210,편의점,세븐일레븐 역삼해피점,37.5071893,127.03688340000001
135,210,편의점,CU 역삼테헤란점,37.501868200000004,127.03849440000002
136,210,편의점,GS25 역삼태양점,37.5010771,127.03495330000001
137,210,편의점,GS25 역삼코디점,37.50104279999999,127.0341745
138,210,편의점,이마트24 푸르덴셜타워점,37.489969200000004,127.032129
139,210,편의점,GS25 역삼목화점,37.5088941,127.04276010000001
140,210,편의점,GS25 역삼2점,37.4940425,127.0355007
141,210,편의점,세븐일레븐 역삼타운점,37.496946799999996,127.03090470000001
142,210,편의점,GS25 역삼소망점,37.50540400000001,127.03364099999999
143,210,편의점,GS25 강남아트점,37.50337529999999,127.02842609999999
144,210,편의점,GS25 강남사랑점,37.4961175,127.03548529999999
145,210,편의점,CU 강남푸르지오점,37.497689,127.029031
146,210,편의점,CU 역삼벚꽃길점,37.491271000000005,127.035067
147,210,편의점,미니스톱 역삼만남점,37.4955369,127.03181289999999
148,210,편의점,세븐일레븐 역삼은석점,37.4986435,127.0414976
149,210,편의점,세븐일레븐 역삼달샘점,37.501854200000004,127.03280009999999
150,210,편의점,WithGN 강남역지하쇼핑센터점,37.4872446,127.03278130000001
151,210,편의점,이마트24 역삼초교점,37.4927366,127.0342442
152,210,편의점,세븐일레븐 한신점,37.5033867,127.0465507
153,210,편의점,CU 역삼미래점,37.5038298,127.03882209999999
154,210,편의점,GS25 역삼효성점,37.497127899999995,127.030383
155,210,편의점,GS25 역삼영동점,37.5067811,127.0354443
156,210,편의점,세븐일레븐 역삼명랑점,37.5134667,127.03063700000001
157,210,편의점,세븐일레븐 역삼특허점,37.4958355,127.0322874
158,210,편의점,GS25 선릉넥슨점,37.5066208,127.04721940000002
159,210,편의점,GS25 역삼제스트점,37.5068316,127.04476240000001
160,210,편의점,이마트24 역삼Delivery점,37.4964659,127.04175049999999
161,210,편의점,스토리웨이,37.504478999999996,127.04894099999999
162,210,편의점,GS25 역삼혜성점,37.500463,127.040617
163,210,편의점,세븐일레븐 선릉스타점,37.5088717,127.0434356
164,210,편의점,미니스톱역삼충현점,37.5056511,127.03543729999998
165,210,편의점,세븐일레븐 강남선릉점,37.5046848,127.04480559999999
166,210,편의점,CU 선정릉싱싱점,37.5090479,127.0440555
167,210,편의점,GS25 역삼아람점,37.49357699999999,127.0414007
168,210,편의점,CU 역삼센타점,37.4958914,127.0338416
169,210,편의점,이마트24 역삼신한점,37.4953227,127.038463
170,210,편의점,CU 역삼푸른점,37.490414,127.0323053
171,210,편의점,세븐일레븐 역삼하이츠점,37.501247,127.035886
172,210,편의점,CU 역삼에스아이빌딩점,37.5015994,127.0377433
173,210,편의점,세븐일레븐 역삼우일점,37.506837100000006,127.0413273
174,210,편의점,GS25 역삼참마을점,37.4975261,127.0376125
175,210,편의점,GS25 역삼쌍마점,37.4976892,127.03342269999999
176,210,편의점,GS25 강남태강점,37.4981623,127.032323
177,210,편의점,GS25 역삼덕원점,37.5006969,127.0323219
178,210,편의점,세븐일레븐 역삼선릉로점,37.5086439,127.0416797
179,210,편의점,이마트24 역삼중앙점,37.4976447,127.03249140000001
180,210,편의점,GS25 역삼블루점,37.4932542,127.03882309999999
181,210,편의점,세븐일레븐 역삼세브란스점,37.4940215,127.04321909999999
182,210,편의점,CU 역삼유토빌점,37.498788,127.0334124
183,210,편의점,CU 역삼삼부자점,37.5056753,127.04417649999999
184,210,편의점,미니스톱강남메트로점,37.49862529999999,127.02802849999999
185,210,편의점,이마트24 역삼리테일점,37.5062083,127.0379507
186,210,편의점,GS25 역삼행복점,37.4955112,127.04391509999998
187,210,편의점,GS25 역삼대홍점,37.492431700000004,127.03928710000001
188,210,편의점,GS25 강남쌍용점,37.495405600000005,127.03041090000002
189,210,편의점,미니스톱 역삼태광점,37.5010846,127.04030490000001
190,210,편의점,CU 역삼우리점,37.4959576,127.03731040000001
191,210,편의점,세븐일레븐 역삼테헤란점,37.502830100000004,127.0382197
192,210,편의점,CU 역삼형지점,37.4944336,127.0396044
193,210,편의점,GS25 역삼미소점,37.505629,127.03174140000002
194,210,편의점,GS25 역삼대로점,37.496554100000004,127.0404149
195,210,편의점,GS25 역삼테헤란점,37.502262,127.0392663
196,210,편의점,이마트24 역삼테헤란점,37.496977799999996,127.03379709999999
197,210,편의점,이마트24 역삼푸르지오점,37.498056,127.0338646
198,210,편의점,GS25 강남상록회관점,37.5048633,127.0439301
199,210,편의점,CU 역삼포스틸점,37.4990484,127.03412890000001
200,210,편의점,GS25 강남역신분당선A,37.4872446,127.03278130000001
201,210,편의점,세븐일레븐 역삼래미안점,37.4958588,127.0464594
202,210,편의점,CU 역삼천사점,37.5060185,127.0460553
203,210,편의점,세븐일레븐 역삼15호점,37.4903984,127.0330439
204,210,편의점,이마트24 역삼은성점,37.494589500000004,127.04093200000001
205,210,편의점,GS25 역삼명진점,37.4933833,127.0365382
206,210,편의점,세븐일레븐 역삼코넬점,37.5038775,127.0395962
207,210,편의점,CU 역삼한서점,37.498166,127.0390723
208,210,편의점,세븐일레븐 역삼언주로점,37.5009626,127.04125090000001
209,210,편의점,바이더웨이역삼은탑점,37.499052500000005,127.03320719999999
210,210,편의점,GS25 강남갤러리점,37.5068128,127.037784
211,210,편의점,CU 역삼신웅점,37.50141199999999,127.04016899999999
212,210,편의점,세븐일레븐 역삼웰스토어점,37.4931358,127.0396637
213,210,편의점,CU 역삼디오빌점,37.5014884,127.04288170000001
214,210,편의점,GS25 강남역삼점,37.507355700000005,127.0420468
215,210,편의점,미니스톱 역삼성지점,37.5038458,127.0441263
216,210,편의점,CU 역삼황제펭귄점,37.5067382,127.03692649999999
217,210,편의점,세븐일레븐 역삼스타공원점,37.49734249999999,127.03608929999999
218,210,편의점,라면국물편의점포차 역삼점,37.5013309,127.0333836
219,210,편의점,지에스25역삼테헤란점,37.502262,127.0392663
220,210,편의점,크린위드 강남프라자점,37.495779799999994,127.0464372
221,210,편의점,킹마트 역삼점,37.5010194,127.0336297
222,210,편의점,수민상품권,37.501607,127.03562620000001
223,210,편의점,아빠가게,37.5017808,127.043931
224,210,편의점,씨브이에스넷,37.497128100000005,127.0614078
225,210,편의점,나우픽,37.5048807,127.0335595
226,210,편의점,29CM STORE,37.498799700000006,127.02669409999999
227,210,편의점,TJ 움직이는 편의점,37.5061541,127.02446670000002
228,210,편의점,이마트24 R스타필드코엑스몰6호점,37.5126188,127.05741689999999
229,210,편의점,TJ움직이는편의점,37.505750299999995,127.0262215
230,210,편의점,GS25 강남센타점,37.4993385,127.03379270000002
231,210,편의점,GS25 강남동원점,37.4990162,127.029877
232,210,편의점,GS25 강남프리미엄점,37.4988341,127.0261778
233,210,편의점,CU 타워팰리스점,37.4884505,127.0544709
234,210,편의점,GS25 논현영동점,37.509938,127.02306200000001
235,210,편의점,CU 서초다우점,37.502481,127.0244418
236,210,편의점,GS25 오크우드점,37.5101935,127.0585824
237,210,편의점,세븐일레븐 양재역점,37.4828114,127.0342362
238,210,편의점,GS25 대치골드점,37.484586900000004,127.04203340000001
239,210,편의점,CU M양재역점,37.48357,127.035421
240,210,편의점,CU 대치본점,37.4985196,127.0588217
241,210,편의점,이마트24 서울남부터미널점,37.4842039,127.01539869999999
242,210,편의점,GS25 코엑스신협점,37.5126188,127.05741689999999
243,210,편의점,CU 서초대로점,37.49393320000001,127.01549569999999
244,210,편의점,CU 924사평역점,37.5042324,127.01520740000001
245,210,편의점,GS25 도곡매봉점,37.48515099999999,127.0457169
246,210,편의점,CU 남부터미널역점,37.48490579999999,127.0147439
247,210,편의점,세븐일레븐 영동점,37.5084594,127.0221335
248,210,편의점,GS25 논현동우점,37.5091672,127.0364508
249,210,편의점,CU 논현두산위브점,37.511904799999996,127.0380263
250,210,편의점,움직이는편의점,37.51454520000001,127.04372520000001
251,210,편의점,GS25 도곡양재점,37.48568119999999,127.0345555
252,210,편의점,CU 서초아이파크점,37.5006226,127.0253673
253,210,편의점,CU 서초캐슬점,37.5016033,127.0240807
254,210,편의점,GS25 잠원중앙점,37.513937,127.01694029999999
255,210,편의점,미니스톱 강남신사점,37.51798,127.0199777
256,210,편의점,GS25 신사대로점,37.5166805,127.0189392
257,210,편의점,GS25 학동공원점,37.515244200000005,127.02235049999999
258,210,편의점,GS25 신사현대점,37.5171429,127.0199774
259,210,편의점,세븐일레븐 잠원중앙점,37.5147919,127.0188281
260,210,편의점,이마트24 R강남대로점,37.5092316,127.02257150000001
261,210,편의점,GS25 봉은사점,37.5141625,127.05867509999999
262,210,편의점,세븐일레븐 신사4호점,37.5187027,127.02379640000001
263,210,편의점,CU 강남세브란스점,37.4927454,127.0463152
264,210,편의점,세븐일레븐 공항타워점,37.5101935,127.0585824
265,210,편의점,CU 학동역점,37.51445880000001,127.0332712
266,210,편의점,CU 논현세관사거리점,37.5147606,127.0362997
267,210,편의점,GS25 신사제일점,37.517947899999996,127.02252340000001
268,210,편의점,CU 도곡아크로타워점,37.4881456,127.0509571
269,210,편의점,GS25 서초영동점,37.488402799999996,127.030323
270,210,편의점,CU 삼성아이파크점,37.515997600000006,127.0503038
271,210,편의점,플젠24시마트강남점,37.506429,127.0528364
272,210,편의점,세븐일레븐 대치6호점,37.498957700000005,127.0588365
273,210,편의점,CU 대치동부점,37.5055912,127.055221
274,210,편의점,세븐일레븐 서초바로세움점,37.5020304,127.02456310000001
275,210,편의점,GS25 도곡아카데미점,37.4889623,127.0519645
276,210,편의점,GS25 논현이편한점,37.5066542,127.0288551
277,210,편의점,CU 대치롯데점,37.49771430000001,127.05309129999999
278,210,편의점,세븐일레븐 논현본점,37.5192657,127.02924840000001
279,210,편의점,대치마트,37.5026182,127.05674920000001
280,210,편의점,GS25 S논현역점,37.511206,127.021728
281,210,편의점,이마트24 연세장례식장강남점,37.492736,127.04626609999998
282,210,편의점,CU 도곡벚꽃길점,37.482213,127.04357659999998
283,210,편의점,GS25 서울라마다점,37.5103037,127.04524750000002
284,210,편의점,세븐일레븐 L7강남점,37.5056545,127.05153870000001
285,210,편의점,CU 서초도씨에빛점,37.4947969,127.0286337
286,210,편의점,GS25 서초서일점,37.484229,127.02210009999999
287,210,편의점,세븐일레븐 논현2호점,37.517236499999996,127.03572369999999
288,210,편의점,세븐일레븐 논현4호점,37.51634979999999,127.0298925
289,210,편의점,GS25 도곡점,37.487750899999995,127.04754170000001
290,210,편의점,GS25 도곡역점,37.49087479999999,127.05730849999999
291,210,편의점,GS25 서초낙원점,37.4851511,127.01856140000001
292,210,편의점,CU 서초현대렉시온점,37.490273200000004,127.0305997
293,210,편의점,GS25 서초삼성타운점,37.496794200000004,127.02571680000001
294,210,편의점,CU 강남해커스점,37.4988517,127.0255375
295,210,편의점,세븐일레븐 강남역TGI점,37.497655200000004,127.0252446
296,210,편의점,TJ편의점,37.5101676,127.0303186
297,210,편의점,CU 신논현역점,37.5061581,127.02409890000001
298,210,편의점,세븐일레븐 논현11호점,37.5179327,127.04056429999999
299,210,편의점,세븐일레븐 삼성페이토점,37.5084084,127.0586761
300,210,편의점,GS25 도곡롯데점,37.4905316,127.03720929999999
301,210,편의점,이마트24 엔씨타워점,37.5077414,127.05819129999999
302,210,편의점,CU 서초써밋점,37.5012459,127.02097350000001
303,210,편의점,미니스톱 양재대로점,37.4830467,127.0365636
304,210,편의점,GS25논현삼익점,37.512153399999995,127.0219668
305,210,편의점,CU 강남연세장례식장점,37.4927454,127.0463152
306,210,편의점,미니스톱 서초남부점,37.4827063,127.0147389
307,210,편의점,세븐일레븐 서초남부점,37.486045000000004,127.0158608
308,210,편의점,미니스톱 신사만남점,37.517509999999994,127.0215461
309,210,편의점,세븐일레븐 대치나인점,37.5039532,127.05099890000001
310,210,편의점,GS25 논현금옥점,37.5129156,127.02503119999999
311,210,편의점,CU 풍림플러스점,37.490322799999994,127.0297166
312,210,편의점,이마트24 포스코센터점,37.5057406,127.05610700000001
313,210,편의점,CU 논현동화점,37.51060579999999,127.02301729999999
314,210,편의점,CU 신사가로수길점,37.518213,127.023711
315,210,편의점,GS25 논현문화점,37.5154331,127.0410997
316,210,편의점,미니스톱 도곡공원점,37.4895461,127.03338290000002
317,210,편의점,GS25 대치제일점,37.5003207,127.0528265
318,210,편의점,CU 논현SK점,37.5033975,127.04909380000001
319,210,편의점,GS25 신사센터점,37.5181323,127.02118390000001
320,280,보안등,역삼1동833,37.4933487196,127.032033186
321,280,보안등,역삼1동832-25,37.49283351,127.03141329399999
322,280,보안등,역삼1동832-27,37.4926316591,127.031508196
323,280,보안등,역삼1동832-28,37.4924802706,127.03158050200001
324,280,보안등,역삼1동832-29,37.4923433006,127.031643768
325,280,보안등,역삼1동832-31,37.4920297367,127.03169339
326,280,보안등,역삼1동837-33,37.4915755437,127.03200981399999
327,280,보안등,역삼1동837-15,37.4918998658,127.03215921399999
328,280,보안등,역삼1동837-16,37.4919574771,127.032353732
329,280,보안등,역삼1동836,37.4919753184,127.03300054299999
330,280,보안등,역삼1동836-1,37.4916221664,127.032846603
331,280,보안등,역삼1동836-2,37.4916617717,127.032986836
332,280,보안등,역삼1동836-14,37.4914851489,127.03307722
333,280,보안등,역삼1동836-15,37.491441941,127.032932463
334,280,보안등,역삼1동836-25,37.4909084751,127.033180995
335,280,보안등,역삼1동840-1,37.491163732800004,127.03534765
336,280,보안등,역삼1동840-3,37.4912501426,127.035637167
337,280,보안등,역삼1동840-5,37.4913221492,127.035881446
338,280,보안등,역삼1동835-51,37.4916536441,127.036130374
339,280,보안등,역삼1동799,37.4915885846,127.036736435
340,280,보안등,역삼1동835-52,37.4917148543,127.036320373
341,280,보안등,역삼1동793-52,37.4919418398,127.036542115
342,280,보안등,역삼1동835-68,37.4923096847,127.03577788700001
343,280,보안등,역삼1동793-33,37.4921904631,127.036718637
344,280,보안등,역삼1동835-12,37.4917836312,127.03532985
345,280,보안등,역삼1동834-23,37.4928722342,127.034701644
346,280,보안등,역삼1동834-24,37.4929695562,127.03465645799999
347,280,보안등,역삼1동834-68,37.493052322,127.03508619700001
348,280,보안등,역삼1동834-72,37.4933118549,127.03494157600001
349,280,보안등,역삼1동834-73,37.4934560308,127.03489188799999
350,280,보안등,역삼1동834-52,37.493852535100004,127.034684005
351,280,보안등,역삼1동834-75,37.493574985,127.034819572
352,280,보안등,역삼1동834-54,37.493989381300004,127.03504592600001
353,280,보안등,역삼1동793-24,37.4924969299,127.036316229
354,280,보안등,역삼1동793-12,37.4928573077,127.03639782
355,280,보안등,역삼1동 652-16,37.5073706664,127.036549634
356,280,보안등,역삼1동 658-7,37.5069959029,127.036373015
357,280,보안등,역삼1동 652-15,37.5075040598,127.03640493
358,280,보안등,역삼1동 651-15,37.5071870406,127.035965946
359,280,보안등,역삼1동 658-5,37.5070139827,127.036178492
360,280,보안등,역삼1동 651-16,37.5071294312,127.035784958
361,280,보안등,역삼1동 651-2,37.5073997955,127.03557698200001
362,280,보안등,역삼1동 658-1,37.5068807703,127.035730552
363,280,보안등,역삼1동748-18,37.4956684085,127.036530361
364,280,보안등,역삼1동748-29,37.4956178848,127.036747455
365,280,보안등,역삼1동745-19,37.496547596199996,127.037155015
366,280,보안등,역삼1동746-16,37.4967565038,127.037553176
367,280,보안등,역삼1동746-7,37.4970483404,127.03783377399999
368,280,보안등,역삼1동746-9,37.497159956,127.038173086
369,280,보안등,역삼1동746-29,37.4972105389,127.037779575
370,280,보안등,역삼1동745-6,37.4972899627,127.03735441299999
